"sbj" "order" "orderCond" "Cond" "Trial" "summed_BC" "first" "second" "third" "fourth" "hemisph"
"sbj_03" 13 3 "1" 3 -0.0818405143916607 -0.0340109571814537 -0.0154538184404373 0.0119138136506081 -0.0442895524203777 "Left"
"sbj_03" 13 3 "1" 3 0.00121461004018783 0.0544354826211929 -0.0505668520927429 0.035431182384491 -0.0380852028727531 "Right"
"sbj_03" 18 4 "1" 4 0.0670138709247112 0.0849891260266304 -0.0403419598937035 0.0167922407388687 0.00557446405291557 "Right"
"sbj_03" 18 4 "1" 4 0.0843122839927673 0.0768356084823608 -0.0390685096383095 0.0714121215045452 -0.0248669363558292 "Left"
"sbj_03" 19 5 "1" 5 0.00918834730982781 -0.0139711663126945 0.013022468984127 0.0299522146582603 -0.019815170019865 "Left"
"sbj_03" 19 5 "1" 5 -0.0232961162924767 -0.0107844948768616 -0.038240547478199 0.038729977607727 -0.0130010515451431 "Right"
"sbj_03" 3 1 "2" 1 0.0202848024666309 -0.0357444286346436 0.0685570433735847 -0.0166061297059059 0.00407831743359566 "Right"
"sbj_03" 3 1 "2" 1 0.00808476880192757 -0.0540001735091209 0.0120288446545601 0.0175170958042145 0.0325390018522739 "Left"
"sbj_03" 4 2 "2" 2 -0.0117356590926647 0.082430724799633 -0.0442420601844788 -0.0295533888041973 -0.0203709349036217 "Left"
"sbj_03" 4 2 "2" 2 0.023552043735981 0.103486840426922 -0.017425512522459 -0.023474332690239 -0.0390349514782429 "Right"
"sbj_03" 5 3 "2" 3 -0.060600757598877 -0.0820392653346062 0.0120493158698082 -0.00101666897535324 0.0104058608412743 "Right"
"sbj_03" 5 3 "2" 3 0.0432125702500343 -0.0624371007084846 0.0463222295045853 -0.0199423149228096 0.0792697563767433 "Left"
"sbj_03" 10 4 "2" 4 0.0407672137022018 -0.0243142455816269 0.0207697227597237 0.0554368443787098 -0.0111251078546047 "Left"
"sbj_03" 10 4 "2" 4 0.107511451095343 0.033297073841095 0.0378256797790527 0.0499925807118416 -0.0136038832366467 "Right"
"sbj_03" 20 5 "2" 5 -0.0650073312222958 -0.05789455473423 0.0310865320265293 0.00275885909795761 -0.0409581676125526 "Right"
"sbj_03" 20 5 "2" 5 0.0223039768636227 -0.0172962591052055 0.091065938770771 -0.0425965160131454 -0.00886918678879738 "Left"
"sbj_03" 2 1 "3" 1 0.0821989446878433 0.00559904873371124 0.0319702580571175 -0.0147887080907822 0.0594183459877968 "Left"
"sbj_03" 2 1 "3" 1 -0.0940255858004093 -0.0589827910065651 0.015408119559288 -0.0514418162405491 0.00099090188741684 "Right"
"sbj_03" 7 2 "3" 2 0.0408894345164299 -0.0156386934220791 -0.0316685870289803 0.0676856994628906 0.0205110155045986 "Left"
"sbj_03" 7 2 "3" 2 -0.00337080284953117 -0.0955379992723465 0.0528979822993279 0.0393339574337006 -6.4743310213089e-05 "Right"
"sbj_03" 11 3 "3" 3 -0.0244916751980782 -0.00931309759616852 0.00962438359856605 0.0060014620423317 -0.0308044232428074 "Left"
"sbj_03" 11 3 "3" 3 -0.10764302611351 -0.0112529009580612 -0.03659538179636 -0.0270521394908428 -0.0327426038682461 "Right"
"sbj_03" 16 4 "3" 4 0.0160885848104954 -0.0585031718015671 0.0219890013337135 0.0391290441155434 0.0134737111628056 "Left"
"sbj_03" 16 4 "3" 4 -0.0141006901860237 0.0271121293306351 -0.00686677172780037 -0.00730930268764496 -0.0270367451012135 "Right"
"sbj_03" 17 5 "3" 5 0.0353491932153702 0.0377178341150284 -0.0276958949863911 0.0231007687747478 0.00222648531198502 "Left"
"sbj_03" 17 5 "3" 5 -0.0183977019041777 -0.0429725855588913 0.0245307236909866 -0.0119670525193214 0.0120112124830484 "Right"
"sbj_03" 1 1 "4" 1 0.127305858582258 0.0235626995563507 0.0474092230200768 0.0407377570867538 0.0155961789190769 "Left"
"sbj_03" 1 1 "4" 1 -0.0534849986433983 -0.0332048952579498 -0.0466344371438026 0.00205019265413284 0.0243041411042213 "Right"
"sbj_03" 6 2 "4" 2 0.110300604254007 0.104651403427124 0.0339431494474411 -0.0354444287717342 0.00715048015117645 "Left"
"sbj_03" 6 2 "4" 2 0.104824618250132 0.11374504417181 -0.0128859974443913 -0.00646007359027863 0.0104256451129913 "Right"
"sbj_03" 9 3 "4" 3 0.0289344280958176 0.0177951872348785 -0.00410422682762146 0.0190008029341698 -0.00375733524560928 "Left"
"sbj_03" 9 3 "4" 3 0.0347776710987091 -0.0407736167311668 0.0278633072972298 0.0183862656354904 0.0293017148971558 "Right"
"sbj_03" 14 4 "4" 4 -0.0313789941370487 -0.0667145386338234 0.038739587366581 -0.0163699746131897 0.0129659317433834 "Right"
"sbj_03" 14 4 "4" 4 -0.0217520333826542 -0.0240987077355385 -0.0235531039535999 -0.0305293560028076 0.0564291343092918 "Left"
"sbj_03" 15 5 "4" 5 0.135101630538702 -0.0180839642882347 0.125590601563454 0.00736870020627975 0.0202262930572033 "Left"
"sbj_03" 15 5 "4" 5 -0.00310120657086372 0.0176254436373711 -0.0181173130869865 -0.0132614031434059 0.0106520660221577 "Right"
"sbj_05" 4 1 "1" 1 0.0817680269479752 0.0349221110343933 -0.00319704860448837 0.0352064296603203 0.0148365348577499 "Left"
"sbj_05" 4 1 "1" 1 -0.0728114299476147 -0.109813344478607 0.0308646649122238 0.0035385973751545 0.0025986522436142 "Right"
"sbj_05" 5 2 "1" 2 0.0226404681801796 -0.0311268523335457 -0.00800874903798103 -0.00193667486310005 0.0637127444148064 "Left"
"sbj_05" 5 2 "1" 2 0.120518086850643 -0.0555012419819832 0.0351381435990334 0.0282230406999588 0.112658144533634 "Right"
"sbj_05" 11 3 "1" 3 -0.00857676565647125 -0.0475831687450409 0.0449405536055565 -0.0455180138349533 0.0395838633179665 "Left"
"sbj_05" 11 3 "1" 3 0.222367796301842 -0.0308750987052917 0.0975281566381454 0.0295067965984344 0.126207941770554 "Right"
"sbj_05" 18 4 "1" 4 -0.142662784457207 -0.102598163485527 -0.0250238165259361 0.0290365412831306 -0.0440773457288742 "Left"
"sbj_05" 18 4 "1" 4 -0.010931571573019 -0.0754113286733627 0.0324520379304886 0.0436253860592842 -0.0115976668894291 "Right"
"sbj_05" 20 5 "1" 5 0.0312188573181629 -0.0976618573069572 0.0948225080966949 -0.011282954365015 0.0453411608934402 "Right"
"sbj_05" 20 5 "1" 5 -0.0360676802694798 -0.109155656397343 -0.00515377074480057 -0.034288240224123 0.112529987096786 "Left"
"sbj_05" 3 1 "2" 1 0.213431394100189 0.110148927569389 -0.0195961877703667 0.0163393810391426 0.106539273262024 "Right"
"sbj_05" 3 1 "2" 1 0.0994290091097355 0.046326556801796 0.0490370616316795 0.0174629554152489 -0.0133975647389889 "Left"
"sbj_05" 8 2 "2" 2 -0.0391970075666904 -0.0870913371443749 0.027289080619812 0.0223189271986485 -0.00171367824077606 "Left"
"sbj_05" 8 2 "2" 2 0.172935821115971 0.0965541183948517 0.00505849868059158 0.0474257677793503 0.0238974362611771 "Right"
"sbj_05" 12 3 "2" 3 0.0858239129185677 0.107708963751793 0.00456867069005966 -0.0186403721570969 -0.00781334936618805 "Right"
"sbj_05" 12 3 "2" 3 0.151970614492893 0.107989156246185 -0.0410084776580334 0.0769689351320267 0.00802100077271461 "Left"
"sbj_05" 14 4 "2" 4 0.20971437767148 0.192178919911385 -0.0313381269574165 0.0832801163196564 -0.0344065316021442 "Right"
"sbj_05" 14 4 "2" 4 0.0577687986195088 0.111977863311768 -0.00177785009145737 -0.0350228048861027 -0.0174084097146988 "Left"
"sbj_05" 17 5 "2" 5 0.138996710628271 0.0835151672363281 0.00336132869124413 0.0342061907052994 0.0179140239953995 "Left"
"sbj_05" 17 5 "2" 5 0.0190191820263863 -0.0633533671498299 0.0328672081232071 0.00490314066410065 0.0446022003889084 "Right"
"sbj_05" 1 1 "3" 1 0.0171915985643864 0.076722526550293 0.0283173412084579 -0.0400301709771156 -0.0478180982172489 "Left"
"sbj_05" 1 1 "3" 1 0.206476885080338 0.117432427406311 0.0736297100782394 0.00165843963623047 0.0137563079595566 "Right"
"sbj_05" 2 2 "3" 2 -0.00911302715539932 -0.00268793851137161 0.00467775911092758 0.00324403792619705 -0.0143468856811523 "Left"
"sbj_05" 2 2 "3" 2 -0.0532294772565365 0.0435212671756744 -0.0471128180623055 -0.0409930147230625 -0.00864491164684296 "Right"
"sbj_05" 10 3 "3" 3 0.0251640304923058 0.0447626054286957 -0.0275821700692177 0.0360538765788078 -0.0280702814459801 "Right"
"sbj_05" 10 3 "3" 3 -0.0451994098722935 -0.0416622132062912 -0.0419501923024654 0.080867163836956 -0.0424541682004929 "Left"
"sbj_05" 16 4 "3" 4 -0.0351779572665691 -0.0276852041482925 0.0327303647994995 -0.0406126469373703 0.000389529019594192 "Right"
"sbj_05" 16 4 "3" 4 0.0622033283114433 0.065239542722702 0.0196394100785255 -0.0203877300024033 -0.00228789448738098 "Left"
"sbj_05" 19 5 "3" 5 -0.0479553401470184 -0.00810985565185547 -0.0101072683930397 0.0301017880439758 -0.0598400041460991 "Left"
"sbj_05" 19 5 "3" 5 0.232877604663372 0.0288382887840271 0.19113382101059 0.00909711718559265 0.00380837768316269 "Right"
"sbj_05" 6 1 "4" 1 0.0965979665517807 0.0875832051038742 -0.0721815511584282 -0.013321328163147 0.0945176407694817 "Left"
"sbj_05" 6 1 "4" 1 0.0579773664474487 0.0233550623059273 -0.0215037226676941 0.0148664340376854 0.0412595927715301 "Right"
"sbj_05" 7 2 "4" 2 0.175523741543293 0.0474699109792709 0.0727983549237251 -0.0483677521348 0.103623227775097 "Right"
"sbj_05" 7 2 "4" 2 0.0685084171593189 0.068796794116497 -0.00210340917110443 -0.0174537636339664 0.0192687958478928 "Left"
"sbj_05" 9 3 "4" 3 0.0351097166538238 -0.0122610539197922 0.0468517884612083 -0.0508453264832497 0.0513643085956573 "Left"
"sbj_05" 9 3 "4" 3 0.0172307819128037 -0.0720705926418304 0.134454250335693 -0.0485855638980865 0.00343268811702728 "Right"
"sbj_05" 13 4 "4" 4 0.121163001656532 -0.00517837107181549 0.0648187905550003 0.0441303715109825 0.017392210662365 "Right"
"sbj_05" 13 4 "4" 4 -0.0107674278318882 -0.0597317069768906 0.0724764361977577 -0.0123230576515198 -0.0111890994012356 "Left"
"sbj_05" 15 5 "4" 5 -0.0397797152400017 -0.0633451923727989 0.0345240339636803 -0.0082167275249958 -0.00274182930588722 "Left"
"sbj_05" 15 5 "4" 5 0.0379319965839386 -0.0075208455324173 0.0216474428772926 0.051291960477829 -0.0274865612387657 "Right"
"sbj_06" 1 1 "1" 1 0.103866343200207 -0.0742060720920563 0.0376230686903 0.134429959952831 0.00601938664913178 "Right"
"sbj_06" 1 1 "1" 1 0.289007081836462 0.0166603356599808 0.087706384062767 0.18444472849369 0.000195633620023727 "Left"
"sbj_06" 2 2 "1" 2 0.115544658899307 0.0400034725666046 0.01280228048563 0.0015035480260849 0.0612353578209877 "Right"
"sbj_06" 2 2 "1" 2 -0.123470595479012 -0.059421244263649 -0.046993613243103 -0.0262657776474953 0.00921003967523575 "Left"
"sbj_06" 3 3 "1" 3 0.0270061284303665 0.00462034791707993 -0.0391545549035072 0.0549147471785545 0.00662558823823929 "Right"
"sbj_06" 3 3 "1" 3 -0.0892426639795303 -0.1246710896492 -0.0408585444092751 -0.0544378742575645 0.13072484433651 "Left"
"sbj_06" 16 4 "1" 4 -0.268264123797417 -0.282088953256607 -0.0213017255067825 -0.0653815075755119 0.100508062541485 "Left"
"sbj_06" 16 4 "1" 4 -0.132399763166904 -0.0879078269004822 -0.0526991248130798 -0.0311798691749573 0.0393870577216148 "Right"
"sbj_06" 19 5 "1" 5 -0.0991018056869507 -0.163038241863251 -0.00905716717243195 0.0943139880895615 -0.0213203847408295 "Left"
"sbj_06" 19 5 "1" 5 -0.11349580436945 -0.127213591337204 -0.00185138583183289 0.00692482888698578 0.00864434391260147 "Right"
"sbj_06" 4 1 "2" 1 -0.029076512157917 0.0112249106168747 -0.0074312761425972 -0.0173370346426964 -0.0155331119894981 "Right"
"sbj_06" 4 1 "2" 1 -0.0233085289597511 -0.0112657874822617 0.00448901802301407 -0.0208293758332729 0.00429761633276939 "Left"
"sbj_06" 6 2 "2" 2 -0.0196872070431709 -0.0220500722527504 0.00865715444087982 0.0162732385098934 -0.0225675277411938 "Right"
"sbj_06" 6 2 "2" 2 0.0651456281542778 -0.0374073669314384 0.0869646400213242 0.0345827460289001 -0.0189943909645081 "Left"
"sbj_06" 9 3 "2" 3 -0.0692620791494846 -0.0180257380008698 0.0116783529520035 -0.0355305179953575 -0.0273841761052608 "Right"
"sbj_06" 9 3 "2" 3 0.0304576188325882 -0.0145161688327789 -0.0666775211691856 0.091828453540802 0.0198228552937508 "Left"
"sbj_06" 11 4 "2" 4 -0.0103758260607719 -0.014294159412384 -0.0325790643692017 -0.00495200455188751 0.0414494022727013 "Right"
"sbj_06" 11 4 "2" 4 0.0706342592835426 -0.0325627505779266 -0.0626028969883919 0.00507898330688477 0.160720923542976 "Left"
"sbj_06" 12 5 "2" 5 0.282832416146994 0.316492402553558 -0.0519052520394325 -0.0296786688268185 0.0479239344596863 "Right"
"sbj_06" 12 5 "2" 5 0.174470952153206 0.265730965137482 -0.0917532652616501 -0.00626915693283081 0.00676240921020508 "Left"
"sbj_06" 7 1 "3" 1 0.141718605160713 0.128488728404045 0.0394232183694839 -0.00125269442796707 -0.0249406471848488 "Right"
"sbj_06" 7 1 "3" 1 0.0794661864638329 0.186625719070435 -0.0689669579267502 -0.00613579005002975 -0.0320567846298218 "Left"
"sbj_06" 8 2 "3" 2 0.122448113560677 0.0499359458684921 0.0657849848270416 0.0341157257556915 -0.0273885428905487 "Right"
"sbj_06" 8 2 "3" 2 0.0130884066224098 -0.0844577670097351 0.1064847022295 -0.00074252188205719 -0.0081960067152977 "Left"
"sbj_06" 10 3 "3" 3 0.106228771805763 0.0771865963935852 -0.00713597238063812 0.0559952393174171 -0.019817091524601 "Left"
"sbj_06" 10 3 "3" 3 0.0849250666797161 0.0800300925970077 -0.00222836881875992 0.0216870322823524 -0.0145636893808842 "Right"
"sbj_06" 13 4 "3" 4 -0.180841182172298 -0.0868380397558212 -0.10410448461771 0.0641456812620163 -0.0540443390607834 "Left"
"sbj_06" 13 4 "3" 4 -0.0949953950941563 -0.0372133702039719 -0.063913106918335 0.0259297385811806 -0.01979865655303 "Right"
"sbj_06" 14 5 "3" 5 0.356402963399887 0.353752213716507 0.00976870954036713 0.0259186953306198 -0.0330366551876068 "Left"
"sbj_06" 14 5 "3" 5 0.245628003031015 0.273831260204315 0.00128536373376846 -0.0257418923079967 -0.0037467285990715 "Right"
"sbj_06" 5 1 "4" 1 0.0867347791790962 0.0930648475885391 0.00206021219491959 0.0229313105344772 -0.0313215911388397 "Right"
"sbj_06" 5 1 "4" 1 0.206349340081215 0.109662991762161 -0.0083727240562439 0.0601329639554024 0.0449261084198952 "Left"
"sbj_06" 15 2 "4" 2 0.0519141167402268 0.137216126918793 0.0446218997240067 -0.0656149804592133 -0.0643089294433594 "Left"
"sbj_06" 15 2 "4" 2 0.0483886063098908 -0.0229633897542953 0.127475221455097 -0.0335215620696545 -0.0226016633212566 "Right"
"sbj_06" 17 3 "4" 3 0.0141157157719135 0.0596183657646179 0.0565596252679825 -0.0699145600199699 -0.0321477152407169 "Right"
"sbj_06" 17 3 "4" 3 0.0454538129270077 0.0100297033786774 0.0906326323747635 -0.0422930553555489 -0.0129154674708843 "Left"
"sbj_06" 18 4 "4" 4 -0.310600100457668 -0.181210845708847 -0.118371692299843 0.0339806884527206 -0.0449982509016991 "Left"
"sbj_06" 18 4 "4" 4 -0.070741830021143 -0.0793754488229752 -0.00333595126867294 0.0192467331886291 -0.00727716311812401 "Right"
"sbj_06" 20 5 "4" 5 -0.145184183865786 -0.0837291061878204 -0.0703224375844002 -0.0116097718477249 0.0204771317541599 "Right"
"sbj_06" 20 5 "4" 5 0.033481539785862 0.165091067552567 -0.0479255542159081 -0.0769576221704483 -0.00672635138034821 "Left"
